url,post_url,comment_text_clean,score,sentiment,final_account_type,polarity
https://www.tiktok.com/@cozetteslife/video/7294414865878322475,https://www.tiktok.com/@cozetteslife/video/7294414865878322475,😁,0.5,Positive,Food & Beverage,
https://www.tiktok.com/@cozetteslife/video/7294414865878322475,https://www.tiktok.com/@cozetteslife/video/7294414865878322475,💜💜💜,0.5,Positive,Food & Beverage,
https://www.tiktok.com/@cozetteslife/video/7294414865878322475,https://www.tiktok.com/@cozetteslife/video/7294414865878322475,i don’t think ur doing this right. i lost 2.4 lbs in 2 days and u didn’t even lose it in a week…,-0.6,Negative,Food & Beverage,
https://www.tiktok.com/@cozetteslife/video/7294414865878322475,https://www.tiktok.com/@cozetteslife/video/7294414865878322475,I’m confused I lose 3 pounds in one day and u only list 1 in 2 weeks ?,-0.4,Negative,Food & Beverage,
https://www.tiktok.com/@cozetteslife/video/7294414865878322475,https://www.tiktok.com/@cozetteslife/video/7294414865878322475,I want to lose weight so bad but I need my tits 😭☹️,-0.3,Negative,Food & Beverage,
https://www.tiktok.com/@cozetteslife/video/7294414865878322475,https://www.tiktok.com/@cozetteslife/video/7294414865878322475,😏😏😏,0.2,Neutral,Food & Beverage,
https://www.tiktok.com/@teashadanae/video/7419870795175988526,https://www.tiktok.com/@teashadanae/video/7419870795175988526,Love this! The best support 🥰🥰,0.7,Positive,Healthcare Professional,
https://www.tiktok.com/@teashadanae/video/7419870795175988526,https://www.tiktok.com/@teashadanae/video/7419870795175988526,As a middle school counselor.. I can totally agree to this!!,0.5,Positive,Healthcare Professional,
https://www.tiktok.com/@teashadanae/video/7419870795175988526,https://www.tiktok.com/@teashadanae/video/7419870795175988526,On my fyp 🥰,0.5,Positive,Healthcare Professional,
https://www.tiktok.com/@teashadanae/video/7419870795175988526,https://www.tiktok.com/@teashadanae/video/7419870795175988526,I love this!,0.6,Positive,Healthcare Professional,
https://www.tiktok.com/@teashadanae/video/7419870795175988526,https://www.tiktok.com/@teashadanae/video/7419870795175988526,How cute!! Love this! Can’t wait til my baby comes with me hype me up🥰,0.7,Positive,Healthcare Professional,
https://www.tiktok.com/@teashadanae/video/7419870795175988526,https://www.tiktok.com/@teashadanae/video/7419870795175988526,I’ve seen so many teens at the gym with their parents lately. What a wonderful example you are setting for her!!,0.6,Positive,Healthcare Professional,
https://www.tiktok.com/@teashadanae/video/7419870795175988526,https://www.tiktok.com/@teashadanae/video/7419870795175988526,Love this !,0.5,Positive,Healthcare Professional,
https://www.tiktok.com/@teashadanae/video/7419870795175988526,https://www.tiktok.com/@teashadanae/video/7419870795175988526,Woohooo yes I love this my oldest just became a teenager and he is absolutely amazing yes mama! 🥰,0.8,Positive,Healthcare Professional,
https://www.tiktok.com/@teashadanae/video/7419870795175988526,https://www.tiktok.com/@teashadanae/video/7419870795175988526,I’m here to be hyped up too! Love this!,0.6,Positive,Healthcare Professional,
https://www.tiktok.com/@teashadanae/video/7419870795175988526,https://www.tiktok.com/@teashadanae/video/7419870795175988526,Love that…,0.4,Positive,Healthcare Professional,
https://www.tiktok.com/@teashadanae/video/7419870795175988526,https://www.tiktok.com/@teashadanae/video/7419870795175988526,I was just telling my daughter I can’t wait till I can bring her to the gym! I love it 💕,0.7,Positive,Healthcare Professional,
https://www.tiktok.com/@teashadanae/video/7419870795175988526,https://www.tiktok.com/@teashadanae/video/7419870795175988526,I love that she’s your hype girl ! Yay,0.6,Positive,Healthcare Professional,
https://www.tiktok.com/@teashadanae/video/7419870795175988526,https://www.tiktok.com/@teashadanae/video/7419870795175988526,🥰🥰🥰,0.6,Positive,Healthcare Professional,
https://www.tiktok.com/@ahfumfum/video/7473235476304923926,https://www.tiktok.com/@ahfumfum/video/7473235476304923926,"The death stare says everything that’s needed!! Thanks for sharing, I’m sure we’ve all felt like that at some point! ♥️",0.3,Positive,Healthcare Professional,
https://www.tiktok.com/@ahfumfum/video/7473235476304923926,https://www.tiktok.com/@ahfumfum/video/7473235476304923926,My babes lookinh good. I need your camera set up,0.2,Neutral,Healthcare Professional,
https://www.tiktok.com/@ahfumfum/video/7473235476304923926,https://www.tiktok.com/@ahfumfum/video/7473235476304923926,Side bar - hair is 😍😍😍,0.5,Positive,Healthcare Professional,
https://www.tiktok.com/@ahfumfum/video/7473235476304923926,https://www.tiktok.com/@ahfumfum/video/7473235476304923926,❤️❤️❤️❤️,0.5,Positive,Healthcare Professional,
https://www.tiktok.com/@ahfumfum/video/7473235476304923926,https://www.tiktok.com/@ahfumfum/video/7473235476304923926,❤️❤️❤️,0.5,Positive,Healthcare Professional,
https://www.tiktok.com/@ahfumfum/video/7473235476304923926,https://www.tiktok.com/@ahfumfum/video/7473235476304923926,❤️😘,0.5,Positive,Healthcare Professional,
https://www.tiktok.com/@summermotivationgoals_/video/7473306551587999006,https://www.tiktok.com/@summermotivationgoals_/video/7473306551587999006,yogurt bowls are delicious!!😻,0.6,Positive,Food & Beverage,
https://www.tiktok.com/@summermotivationgoals_/video/7473306551587999006,https://www.tiktok.com/@summermotivationgoals_/video/7473306551587999006,idk if those were chia seeds but if they are please make sure to let them sit in water for 30 minutes because if you eat them dry they can give you kidney stones,-0.1,Neutral,Food & Beverage,
https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,OBSESSED WITH YOU,0.9,Positive,Food & Beverage,
https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,🔥🤩❤️,0.8,Positive,Food & Beverage,
https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,So proud of you!,0.7,Positive,Food & Beverage,
https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,👏😍🔥,0.7,Positive,Food & Beverage,
https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,Looks great 🥰 What was the weight?,0.4,Positive,Food & Beverage,
https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,🔥🔥🔥🔥,0.9,Positive,Food & Beverage,
https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,You go girl! Love it!! 🙌🏼💪🏼💪🏼 goals!!! Keep it up 🙌🏼,0.9,Positive,Food & Beverage,
https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,2023 😍,0.8,Positive,Food & Beverage,
https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,"Congrats, keep going 💪🏽",0.6,Positive,Food & Beverage,
https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,That’s amazing !!! 🔥💪🏻,0.7,Positive,Food & Beverage,
https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,https://www.tiktok.com/@kennedyryoung/video/7329261092188818694,Sad for hr health,-0.5,Negative,Food & Beverage,
https://www.tiktok.com/@lee_fitness_journey/video/7257660362760277290,https://www.tiktok.com/@lee_fitness_journey/video/7257660362760277290,how much of a deficit were u in and how much did u lose?🤔,0.0,Neutral,Fitness Coach / Gym,
https://www.tiktok.com/@lee_fitness_journey/video/7257660362760277290,https://www.tiktok.com/@lee_fitness_journey/video/7257660362760277290,Question. How long did you work out per session?,0.0,Neutral,Fitness Coach / Gym,
https://www.tiktok.com/@lee_fitness_journey/video/7257660362760277290,https://www.tiktok.com/@lee_fitness_journey/video/7257660362760277290,What exercises did you do,0.0,Neutral,Fitness Coach / Gym,
https://www.tiktok.com/@lee_fitness_journey/video/7257660362760277290,https://www.tiktok.com/@lee_fitness_journey/video/7257660362760277290,Awesome 👏,0.5,Positive,Fitness Coach / Gym,
https://www.tiktok.com/@lee_fitness_journey/video/7257660362760277290,https://www.tiktok.com/@lee_fitness_journey/video/7257660362760277290,I wish someone teach me 😩,-0.3,Negative,Fitness Coach / Gym,
https://www.tiktok.com/@lee_fitness_journey/video/7257660362760277290,https://www.tiktok.com/@lee_fitness_journey/video/7257660362760277290,❤️❤️❤️❤️,0.5,Positive,Fitness Coach / Gym,
https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,I might needyouto be my personal motivator and helper 🥰🥰🥰🥰,0.8,Positive,Healthcare Professional,
https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,keep going we need to support ones who need fitness support,0.4,Positive,Healthcare Professional,
https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,You're killing it 💅,0.7,Positive,Healthcare Professional,
https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,YOU GO GIRL!!!!! 🎉,0.9,Positive,Healthcare Professional,
https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,W,0.1,Neutral,Healthcare Professional,
https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,Keep it up 🌞! Text us on IG or email if you want to join our team of ambassadors,0.5,Positive,Healthcare Professional,
https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,Hello! Collab? Follow us,0.2,Neutral,Healthcare Professional,
https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,https://www.tiktok.com/@weightloss_with_vini/video/7476899091658673430,Love your content! Let’s collab. DM me!📨,0.6,Positive,Healthcare Professional,
https://www.tiktok.com/@donsv87/video/7477155419148897558,https://www.tiktok.com/@donsv87/video/7477155419148897558,Gorgeous family ❤️❤️❤️,0.8,Positive,Other,
https://www.tiktok.com/@donsv87/video/7477155419148897558,https://www.tiktok.com/@donsv87/video/7477155419148897558,well done Joel mate xx,0.5,Positive,Other,
https://www.tiktok.com/@donsv87/video/7477155419148897558,https://www.tiktok.com/@donsv87/video/7477155419148897558,Wow what a transformation xx,0.6,Positive,Other,
https://www.tiktok.com/@donsv87/video/7477155419148897558,https://www.tiktok.com/@donsv87/video/7477155419148897558,🥰🥰🥰🥰,0.9,Positive,Other,
https://www.tiktok.com/@donsv87/video/7477155419148897558,https://www.tiktok.com/@donsv87/video/7477155419148897558,🥰,0.7,Positive,Other,
https://www.tiktok.com/@donsv87/video/7477155419148897558,https://www.tiktok.com/@donsv87/video/7477155419148897558,❤️❤️❤️,0.5,Positive,Other,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Congrats👏💖 girl I also lost 40lbs this year and now I’m stuck at the same weight😩 I wanted to lose 30more!,0.1,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,🔥🔥🔥 where do you get your jeans from?,0.3,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,CONGRATSS! I also lost around 50+lbs this year but I've been stuck and still trying to lose 10 more lbs😭,0.0,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Where did u get all ur jeans from 😭,-0.1,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,what are the shoes on november ? lol☺️,0.2,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Amazing! ❤️What changes did you make? 🤍,0.5,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,What did you do ?,0.0,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,omg u look amazing 😭🥰 !! may i ask ur height hehe,0.4,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Where you get December jeans at lol 😍,0.3,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,You motivated me to post mine! ❤️❤️,0.6,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,You look great girl 🙌🏼,0.5,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Baddie all year round😍,0.5,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,What color febuary and march shoes?,0.0,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,September and November shoes ??,0.0,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,I can’t wait to do this with my fitness journey this year!! You look amazing btw,0.5,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Awesome job!! Keep it up!,0.6,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Wow congrats!! You look amazing 🥰,0.6,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Omg amazing! Thank you for sharing!💚,0.5,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Okaaaa girl💕 u go,0.5,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,"That’s amazing!! You did that, keep going!!! 👏🏼🔥",0.7,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Amazing girl!! 🔥 Keep it up,0.6,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Amazing work😍,0.5,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Yess girl! Congrats 💕,0.6,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,🥰🥰🥰 You go mamas.,0.7,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Congrats! 👏😍,0.8,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Congratulations 🎉,0.6,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,I love this beautiful and healthy transformation! What was your routine?,0.7,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Where did you get Decembers jeans,0.0,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,The difference even just January-April is insane! You have clearly worked very hard this year you should feel proud!!,0.9,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,where are the first jeans from!,0.0,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Looking amazing !!,0.8,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Wow 🔥🔥🔥,0.9,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,U go girl! 🔥,0.8,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Amazing!!!,0.9,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Congrats,0.6,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,omggg this is so inspiring,0.8,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Yess girlie ✨🥰,0.9,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,🔥,0.5,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,👏🏻👏🏻,0.4,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,👏👏👏,0.4,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,👏👏👏👏,0.5,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,🙌🏽🔥,0.7,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,🤝🤝🤝,0.2,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,❣️❣️❣️,0.6,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,🥰,0.7,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,👏🏻👏🏻👏🏻💪🏻,0.8,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,👏,0.3,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,You look amazing! Random question…Do you have body dysmorphia? I’ve lost 65 pounds and still feel like I weigh it,0.3,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,this is my sign to lock in,0.4,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,😍😍😍😍😍,1.0,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,😍😍😍😍,1.0,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,I'm down 35 and I still look the damn same 😭😭😭,-0.3,Negative,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,January jeans?,0.0,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Okay but boddy teaa ☕️to begin with !,0.2,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,😩😩😩,-0.3,Negative,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,I’m still in the YO yo diet 😢,-0.4,Negative,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,Girl I’m tryna loose forty lbs in a month don’t kill my delusions 😩,-0.5,Negative,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,😂,0.5,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,"U need to change ur style, proud of you but it only looks like 10-20 bc ur not hugging your body right! Hope u dont take this wrong xx",-0.1,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,damn January still look good 😫,0.3,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,kendricksockey mississippiss 😅😅😅,0.1,Neutral,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,I have one of these… but of getting bigger and bigger,-0.3,Negative,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,"Hi, wanna collaborate. DM me!!💕",0.6,Positive,Food & Beverage,
https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,https://www.tiktok.com/@nadiaxlc/video/7448303815222136095,تحسسك سهل 😍💔,0.4,Positive,Food & Beverage,
https://www.tiktok.com/@pamojalae/video/7473954937144118550,https://www.tiktok.com/@pamojalaecoach/video/7473954937144118550,Thank you for sharing this,0.5,Positive,Fitness Coach / Gym,
https://www.tiktok.com/@pamojalae/video/7473954937144118550,https://www.tiktok.com/@pamojalaecoach/video/7473954937144118550,💝💝💝,1.0,Positive,Fitness Coach / Gym,
https://www.tiktok.com/@pamojalae/video/7473954937144118550,https://www.tiktok.com/@pamojalaecoach/video/7473954937144118550,My mom is black and if I gain a pound she does the same until this day 😭,-0.4,Negative,Fitness Coach / Gym,
https://www.tiktok.com/@pamojalae/video/7473954937144118550,https://www.tiktok.com/@pamojalaecoach/video/7473954937144118550,Bud bud,0.0,Neutral,Fitness Coach / Gym,
https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,what did you do you look amazing,0.5,Positive,Fitness Coach / Gym,
https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,What did you doooo,0.5,Positive,Fitness Coach / Gym,
https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,😳,0.2,Neutral,Fitness Coach / Gym,
https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,😭,-0.5,Negative,Fitness Coach / Gym,
https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,❤️❤️❤️,0.5,Positive,Fitness Coach / Gym,
https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,🤩🤩🤩,1.0,Positive,Fitness Coach / Gym,
https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,🙏🙏🙏,0.5,Positive,Fitness Coach / Gym,
https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,https://www.tiktok.com/@detoxdivawellness/video/7448678185836825878,🥰,0.7,Positive,Fitness Coach / Gym,
